label	col_00	col_01	col_02	col_03	col_04	col_05	col_06	col_07	col_08	col_09	col_10
8	1129 m/(s^2)	-0.4617	Electrical Engineering	Anaheim	185	782	1433	-1.9693 m	1053	Games and Playable Media	381 m/(s^2)
2	2348 m/(s^2)	1.307	n/a	Sacramento, Stockton	289	1240	618	-0.4389 m	-459	Robotics Engineering	112 m/(s^2)
3	1556 m/(s^2)	0.7984	Electrical Engineering	Fresno, San Bernardino	443	344	-562	-0.1894 m	870	Applied Mathematics	-338 m/(s^2)
8	-1261 m/(s^2)	-0.5169	Natural Language Processing	sAN fRANCISCO	321	1059	-367	1.6023 m	786	Games and Playable Media	1767 m/(s^2)
6	193 m/(s^2)	-0.7132	Data Science	Stockton	2141	2118	225	0.0622 m	602	Bioinformatics	-875 m/(s^2)
5	1477 m/(s^2)	-0.3692	Computational Media	Santa Ana	-438	-1103	-927	0.8621 m	-368	Computational Media	2123 m/(s^2)
5	-197 m/(s^2)	1.3866	Technology and Information Management	Santa Ana	-449	1044	-1101	-1.0113 m	-422	Applied Mathematics	-63 m/(s^2)
7	987 m/(s^2)	0.5749	Bioengineering	Santa Clarita	1045	1009	307	-1.0866 m	-433	Human Computer Interaction	96 m/(s^2)
2	909 m/(s^2)	0.9827	Computer Engineering	San Diego, Oakland	-322	-655	1151	N/A	-945	Robotics Engineering	2027 m/(s^2)
1	1235 m/(s^2)	-0.3997	Robotics Engineering	Irvine	-540	1445	583	0.3667 m	-859	Biotechnology, Technology and Information Management	1141 m/(s^2)
3	1537 m/(s^2)	1.5649	Computer Engineering	Fresno, San Bernardino	338	-428	-825	1.2912 m	-178	Technology and Information Management, Natural Language Processing	331 m/(s^2)
0	69 m/(s^2)	2.2161	Applied Mathematics	Chula Vista	1762	1403	-345	0.7968 m	1014	Bioengineering	1464 m/(s^2)
5	556 m/(s^2)	0.7902	Computational Media	Santa Ana	-760	-572	1856	2.0276 m	-607	Computational Media	406 m/(s^2)
1	399 m/(s^2)	-0.8045	Computer Game Design	Los Angeles	-188	-844	-104	1.1043 m	-721	Technology and Information Management	-15 m/(s^2)
3	2260 m/(s^2)	0.5097	Electrical Engineering	San Bernardino, Bakersfield	-699	-859	274	0.4044 m	-525	Games and Playable Media	1572 m/(s^2)
6	-607 m/(s^2)	-2.3453	COMPUTER SCIENCE	Riverside	-359	1039	719	1.1328 m	18	Statistics	662 m/(s^2)
8	n/a	1.1758	Natural Language Processing	Anaheim	1390	-623	-489	-1.8449 m	1463	Computer Game Design	440 m/(s^2)
4	193 m/(s^2)	1.4779	Biotechnology	Fremont	648	385	1075	-1.875 m	1282	Computer Science	-977 m/(s^2)
0	595 m/(s^2)	1.2212	Applied Mathematics	Chula Vista	243	-104	1292	2.5277 m	96	Bioengineering	1100 m/(s^2)
3	2121 m/(s^2)	1.1189	Robotics Engineering	San Bernardino	-446	17	1076	-0.0679 m	1466	Applied Mathematics	1607 m/(s^2)
1	356 m/(s^2)	0.3276	Robotics Engineering	Irvine	495	-167	1356	0.5963 m	226	Computer Science	1543 m/(s^2)
2	491 m/(s^2)	1.0273	Computer Engineering	San Diego, Oakland	1946	77	954	1.0376 m	1452	Computer Science	157 m/(s^2)
8	-933 m/(s^2)	2.6761	Games and Playable Media	Irvine	-181	129	-449	0.0034 m	837	Computational Media	205 m/(s^2)
0	-89 m/(s^2)	0.9001	Applied Mathematics	Chula Vista	1044	-12	-76	0.2683 m	1667	Bioengineering	2030 m/(s^2)
0	321 m/(s^2)	1.9313	aPPLIED mATHEMATICS	Chula Vista	1318	251	1040	-0.25 m	573	Bioengineering	1366 m/(s^2)
6	-534 m/(s^2)	0.7083	Computer Science	Sacramento	722	788	571	0.2199 m	-203	Statistics	1177 m/(s^2)
4	1035 m/(s^2)	2.4991	Human Computer Interaction	Long Beach	-1214	467	1862	1.5014 m	-525	Computer Science	1445 m/(s^2)
2	2743 m/(s^2)	-0.6812	Bioinformatics	San Diego	1599	297	29	0.4502 m	336	Robotics Engineering	1330 m/(s^2)
2	1626 m/(s^2)	0.6428	Computer Engineering	San Diego	762	1373	1331	-0.6511 m	-114	Electrical Engineering	-146 m/(s^2)
2	1172 m/(s^2)	1.1008	Computer Engineering	Oakland, San Diego	1929	1763	1712	0.3218 m	-70	Robotics Engineering	1743 m/(s^2)
6	-1947 m/(s^2)	-0.7998	Data Science	Riverside	485	489	753	-0.0003 m	849	Games and Playable Media	297 m/(s^2)
3	456 m/(s^2)	0.404	Electrical Engineering	Fresno	506	924	428	0.269 m	-292	Computer Science	982 m/(s^2)
5	499 m/(s^2)	0.4615	Technology and Information Management	Santa Ana	1518	1712	574	-0.3654 m	-9	Computational Media	-386 m/(s^2)
5	1206 m/(s^2)	0.3493	robotics engineering	Santa Ana	2087	-112	449	0.2084 m	1281	Computational Media	829 m/(s^2)
0	-291 m/(s^2)	1.776	Applied Mathematics	Chula Vista	250	1962	519	-0.208 m	282	Data Science	987 m/(s^2)
2	2544 m/(s^2)	1.7024	Computer Engineering	Oakland	-749	1688	541	1.2316 m	9	Electrical Engineering	804 m/(s^2)
6	-460 m/(s^2)	1.5019	Computer Science	Riverside, Stockton	2014	27	765	-0.6075 m	75	Bioinformatics	-231 m/(s^2)
0	1350 m/(s^2)	1.1629	Computer Engineering	Chula Vista	947	414	693	1.1282 m	-289	Data Science	1309 m/(s^2)
6	-498 m/(s^2)	0.1446	DATA SCIENCE	Riverside	-133	-112	483	1.694 m	903	Bioinformatics	411 m/(s^2)
1	1232 m/(s^2)	0.0722	Robotics Engineering	Irvine	2287	-1007	-545	-0.2974 m	87	Natural Language Processing, Biotechnology	1789 m/(s^2)
2	2034 m/(s^2)	0.4033	Natural Language Processing	San Jose	-1125	55	3259	0.8752 m	1380	Electrical Engineering	1938 m/(s^2)
0	628 m/(s^2)	1.5944	Applied Mathematics	Chula Vista	-386	1460	1412	0.7255 m	749	Bioengineering	1261 m/(s^2)
2	-288 m/(s^2)	-0.6222	Computer Engineering	San Jose	-162	-36	389	-0.2398 m	1143	Robotics Engineering	885 m/(s^2)
0	837 m/(s^2)	0.875	Applied Mathematics	Chula Vista	-254	-543	1308	-0.5734 m	1144	Data Science	1013 m/(s^2)
0	-1073 m/(s^2)	1.6905	Applied Mathematics	NULL	-200	1644	1917	-0.7644 m	-593	Bioengineering	891 m/(s^2)
2	2189 m/(s^2)	1.5661	Computer Engineering	Chula Vista	-438	899	151	0.8146 m	324	Robotics Engineering	675 m/(s^2)
3	830 m/(s^2)	0.3233	Electrical Engineering	Fresno, San Bernardino	-179	153	1196	N/A	-311	Applied Mathematics	349 m/(s^2)
8	335 m/(s^2)	0.0783	Natural Language Processing	Anaheim	731	246	-251	1.033 m	923	Biotechnology, Technology and Information Management	-1395 m/(s^2)
4	1679 m/(s^2)	0.1854	Bioinformatics	Irvine	-339	739	1400	0.3743 m	515	Computer Science	-517 m/(s^2)
7	1043 m/(s^2)	1.4802	Computer Engineering	Moreno Valley, Modesto	499	581	-140	2.31 m	723	Computer Engineering	2504 m/(s^2)
8	1434 m/(s^2)	0.525	Natural Language Processing	Anaheim	782	32	922	1.4494 m	829	Computer Science	-1104 m/(s^2)
3	1371 m/(s^2)	0.4522	Electrical Engineering	Fresno, San Bernardino	371	157	852	-0.172 m	437	Computer Engineering	264 m/(s^2)
6	-697 m/(s^2)	-0.1636	Data Science	Riverside	1699	2515		1.6986 m	485	Statistics	52 m/(s^2)
1	662 m/(s^2)	-0.1286	Robotics Engineering	?	-697	570	-705	0.9635 m	274	Biotechnology	633 m/(s^2)
6	1334 m/(s^2)	-1.2185	Computer Science	Riverside, Sacramento	-268	898	630	-0.5409 m	135	Statistics	266 m/(s^2)
4	1164 m/(s^2)	0.2703	Bioinformatics	Long Beach	417	87	?	-1.0616 m	875	Games and Playable Media	687 m/(s^2)
8	8 m/(s^2)	0.7996	Electrical Engineering	Los Angeles	1108	652	917	-0.5819 m	1401	Games and Playable Media	-52 m/(s^2)
6	1406 m/(s^2)	-0.7101	Computer Science	Stockton	1609	1393	299	1.0405 m	178	Statistics	1273 m/(s^2)
5	-456 m/(s^2)	0.8353	Computational Media	Santa Ana	830	275	-535	1.4291 m	756	Computational Media	1551 m/(s^2)
2	75 m/(s^2)	0.473	computer engineering	San Diego	-249	699	625	2.114 m	729	Bioengineering	1068 m/(s^2)
7	1148 m/(s^2)	-0.0611	Bioengineering	Stockton	-440	-80	40	1.2418 m	-57	Computer Engineering	1819 m/(s^2)
4	1313 m/(s^2)	1.0148	Human Computer Interaction	Los Angeles	442	-5	1204	0.3155 m	223	Computer Science	1475 m/(s^2)
2	1671 m/(s^2)	0.2	Data Science	San Diego	297	-701	1162	0.968 m	714	Electrical Engineering	115 m/(s^2)
3	750 m/(s^2)	1.0434	Computer Game Design	Fresno, Bakersfield	-602	468	346	0.7538 m	-437	Applied Mathematics	-141 m/(s^2)
4	1220 m/(s^2)	2.3743	Human Computer Interaction	Fremont	1357	None	465	1.4528 m	-142	Computer Science	656 m/(s^2)
2	1632 m/(s^2)	0.6198	Computational Media	San Jose	3095	325	-229	0.922 m	-199	Electrical Engineering	2232 m/(s^2)
0	-334 m/(s^2)	-0.2895	Applied Mathematics	Chula Vista	435	-15	963	0.6826 m	885	Data Science	996 m/(s^2)
4	1696 m/(s^2)	0.1562	Human Computer Interaction	Long Beach	1421	2373	1494	0.0855 m	728	Computer Science	730 m/(s^2)
1	2086 m/(s^2)	0.6393	Robotics Engineering	Los Angeles	2093	1901	1431	0.501 m	333	Computational Media	2593 m/(s^2)
5	-821 m/(s^2)	-0.2788	Statistics	Santa Ana	1535	1307	-484	-0.2742 m	-606	Computational Media	2602 m/(s^2)
6	-1320 m/(s^2)	-0.8017	Robotics Engineering	Anaheim	-1065	357	2141	0.0335 m	510	Statistics	1753 m/(s^2)
0	294 m/(s^2)	NULL	Applied Mathematics	Moreno Valley	-1314	1200	294	2.3024 m	1229	Human Computer Interaction	-244 m/(s^2)
8	767 m/(s^2)	0.2335	Games and Playable Media	Anaheim	-484	1952	-403	-0.1236 m	465	Computer Game Design	-202 m/(s^2)
4	1784 m/(s^2)	0.4413	Biotechnology	Fremont	-331	1010	-1880	1.4184 m	899	Computer Science	188 m/(s^2)
3	1148 m/(s^2)	-0.0538	Electrical Engineering	San Bernardino, Bakersfield	-2049	921	181	NULL	45	Applied Mathematics	418 m/(s^2)
1	126 m/(s^2)	-0.1176	Bioengineering	Los Angeles	694	-117	1340	1.9971 m	-720	Natural Language Processing	1448 m/(s^2)
6	330 m/(s^2)	1.258	cOMPUTER sCIENCE	Sacramento, Riverside	277	1545	-55	2.4715 m	969	Bioinformatics	-89 m/(s^2)
3	906 m/(s^2)	0.5417	Electrical Engineering	San Bernardino	1719	668	-1332	0.5485 m	565	Applied Mathematics	459 m/(s^2)
5	223 m/(s^2)	-0.0337	Biotechnology	Moreno Valley	-86	1058	766	0.9633 m	-546	Computational Media	1519 m/(s^2)
3	1042 m/(s^2)	0.2377	Electrical Engineering	Bakersfield, Fresno	-626	1474	557	0.7983 m	486	Applied Mathematics	848 m/(s^2)
6	435 m/(s^2)	0.8299	Data Science	Sacramento	1222	2002	413	2.1182 m	731	bioinformatics	-1025 m/(s^2)
7	609 m/(s^2)	-0.5801	Applied Mathematics	Moreno Valley	-701	386	-471	0.8025 m	1005	Computer Engineering	40 m/(s^2)
2	859 m/(s^2)	0.9323	Computer Engineering	Oakland	-111	590	211	1.6196 m	763	Robotics Engineering	2080 m/(s^2)
1	1129 m/(s^2)	1.0432	Robotics Engineering	Los Angeles	1278	-358	274	0.9782 m	-488	Biotechnology	1372 m/(s^2)
2	1117 m/(s^2)	3.1208	Computer Engineering	San Diego, Oakland	-731	893	173	0.6207 m	954	eLECTRICAL eNGINEERING	1369 m/(s^2)
4	2112 m/(s^2)	1.1381	Human Computer Interaction	Long Beach	1170	400	911	1.4657 m	394	Computer Science	-155 m/(s^2)
3	1523 m/(s^2)	-0.0256	Electrical Engineering	San Bernardino	-592	432	1081	0.4513 m	249	Applied Mathematics	2146 m/(s^2)
8	-1249 m/(s^2)	0.0326	Games and Playable Media	Anaheim	80	331	715	0.2518 m	460	Games and Playable Media	145 m/(s^2)
8	815 m/(s^2)	-0.0402	Electrical Engineering	Anaheim	-508	-290	-45	-0.5168 m	412	Computer Game Design	1340 m/(s^2)
5	1271 m/(s^2)	0.4783	Statistics	Santa Ana	-173	798	1678	None	1965	Computational Media	-518 m/(s^2)
7	1834 m/(s^2)	1.2662	Bioengineering	Modesto	2641	461	1748	0.7718 m	373	Computer Engineering	1802 m/(s^2)
1	658 m/(s^2)	-0.4402	Robotics Engineering	Fresno, San Bernardino	1161	895	143	0.9229 m	-342	Biotechnology, Natural Language Processing	5 m/(s^2)
8	-1475 m/(s^2)	0.4104	Natural Language Processing	Anaheim	568	-798	730	-0.4092 m	700	Computer Game Design	232 m/(s^2)
8	183 m/(s^2)	0.9418	Games and Playable Media	San Francisco	881	-218	-424	-1.4875 m	1092	COMPUTER GAME DESIGN	-1894 m/(s^2)
0	-656 m/(s^2)	0.6268	Applied Mathematics	Chula Vista	-466	54	1606	0.1397 m	200	Bioengineering	-121 m/(s^2)
7	1604 m/(s^2)	-0.7694	Bioengineering	Santa Clarita, Modesto	706	2559	302	0.529 m	1405	Computer Engineering	1157 m/(s^2)
0	859 m/(s^2)	1.8046	Computer Science	Chula Vista	-896	556	2469	0.0449 m	-211	Data Science	714 m/(s^2)
7	7 m/(s^2)	1.3071	Bioengineering	Moreno Valley	159	2362	171	1.5898 m	1801	Human Computer Interaction	-179 m/(s^2)
1	656 m/(s^2)	0.8482	Robotics Engineering	Los Angeles	1148	2733	-712	-0.6421 m	816	Natural Language Processing	968 m/(s^2)
6	1062 m/(s^2)	-0.4257	Computer Science	Stockton, Sacramento	1250	1506	51	2.2245 m	268	Bioinformatics	347 m/(s^2)
5	-815 m/(s^2)	0.5756	Technology and Information Management	Santa Ana	271	695	-55	-0.5068 m	996	Computational Media	1635 m/(s^2)
5	1474 m/(s^2)	0.3087	Technology and Information Management	Santa Ana	751	1200	-549	-1.1522 m	113	Computational Media	2529 m/(s^2)
6	1052 m/(s^2)	0.5289	Computer Science	Sacramento, Riverside	-959	1489	-516	-0.9355 m	309	Technology and Information Management, Natural Language Processing	148 m/(s^2)
0	-254 m/(s^2)	1.6291	Applied Mathematics	Chula Vista	-1217	-44	1379	-0.7702 m	779	Bioengineering	285 m/(s^2)
3	-727 m/(s^2)	2.8854	Applied Mathematics	San Bernardino, Bakersfield	774	-616	287	-0.3021 m	-129	Applied Mathematics	776 m/(s^2)
7	1662 m/(s^2)	0.1732	Bioengineering	Modesto, Santa Clarita	1310	1168	1683	0.792 m	474	Bioengineering	633 m/(s^2)
7	1733 m/(s^2)	-0.2347	Bioengineering	Modesto	826	587	-188	0.1454 m	808	Statistics	1362 m/(s^2)
1	2566 m/(s^2)	0.9218	Robotics Engineering	Los Angeles	1028	803	112	-0.1948 m	-251	Biotechnology	376 m/(s^2)
0	489 m/(s^2)	0.7388	Applied Mathematics	Bakersfield	563	1717	-1102	-0.4202 m	1581	Data Science	1514 m/(s^2)
6	678 m/(s^2)	0.1155	Data Science	Stockton	-9	-61	-2113	0.5527 m	232	Statistics	804 m/(s^2)
6	828 m/(s^2)	-0.0712	Computer Science	Bakersfield, San Bernardino	654	656	-1291	3.2146 m	-75	Statistics	-1308 m/(s^2)
3	1443 m/(s^2)	0.4458	Electrical Engineering	Bakersfield, San Bernardino	256	-405	2257	-0.4047 m	1007	Computer Science	-341 m/(s^2)
3	1998 m/(s^2)	2.8404	Electrical Engineering	Bakersfield	155	1620	-60	-1.3289 m	-215	applied mathematics	207 m/(s^2)
4	1165 m/(s^2)	0.4914	Bioinformatics	Long Beach	1717	-1310	1907	1.4025 m	2032	Computer Science	1827 m/(s^2)
6	1828 m/(s^2)	0.8611	Computer Science	Sacramento	271	11	452	-1.2766 m	1822	bIOINFORMATICS	173 m/(s^2)
4	1458 m/(s^2)	0.8126	Biotechnology	Fremont	-1964	2813	753	-1.2449 m	1092	Games and Playable Media	920 m/(s^2)
2	1284 m/(s^2)	0.8631	Computer Engineering	San Diego, San Jose	-655	-724	1119	1.6033 m	1388	Applied Mathematics	733 m/(s^2)
3	910 m/(s^2)	1.6822	Electrical Engineering	Bakersfield, San Bernardino	128	97	-5	2.0565 m	664	Games and Playable Media	1981 m/(s^2)
0	535 m/(s^2)	-0.1478	Applied Mathematics	Chula Vista	1927	419	980	1.3965 m	1450	Bioengineering	739 m/(s^2)
0	-226 m/(s^2)	0.3285	Applied Mathematics	Chula Vista	1092	347	1107	-0.3232 m	-505	Data Science	1286 m/(s^2)
1	896 m/(s^2)	-1.2833	Games and Playable Media	Long Beach	552	1762	1496	0.9246 m	24	Biotechnology, Technology and Information Management	2568 m/(s^2)
4	1698 m/(s^2)	-0.648	Bioinformatics	Fremont	70	-1014	1939	0.4258 m	800	Computer Science	-56 m/(s^2)
8	-877 m/(s^2)	-0.0032	Games and Playable Media	San Francisco	-53	242	92	2.3278 m	964	Computer Game Design	-659 m/(s^2)
6	879 m/(s^2)	0.5396	Data Science	Sacramento	1594	1441	897	1.0515 m	-599	Bioinformatics	-818 m/(s^2)
0	-742 m/(s^2)	0.6838	Applied Mathematics	Chula Vista	236	881	718	0.9024 m	864	Bioengineering	924 m/(s^2)
5	2157 m/(s^2)	0.6313	Human Computer Interaction	Santa Ana	-195	466	-578	0.3216 m	550	Biotechnology, Technology and Information Management	1060 m/(s^2)
4	572 m/(s^2)	1.7688	Biotechnology	Santa Ana		-689	2230	-2.5361 m	126	Computer Science	462 m/(s^2)
4	451 m/(s^2)	0.6632	Biotechnology	Riverside	-663	1505	986	0.7172 m	595	Computer Science	1188 m/(s^2)
6	-1141 m/(s^2)	0.2005	Data Science	Riverside, Sacramento	19	1341	-100	1.3464 m	1821	Statistics	-279 m/(s^2)
1	845 m/(s^2)	1.3963	Computer Game Design	Los Angeles	-1658	1348	2313	1.1683 m	282	Biotechnology, Technology and Information Management	597 m/(s^2)
7	-736 m/(s^2)	0.9373	Bioengineering	Modesto	-446	2405	?	0.4896 m	-188	Human Computer Interaction	1910 m/(s^2)
4	-424 m/(s^2)	0.3701	Biotechnology	Fremont	694	1746	-102	0.9446 m	-271	Computer Engineering	926 m/(s^2)
2	1266 m/(s^2)	0.5106	Computer Engineering	San Diego	622	1162	1559	1.1674 m	481	Electrical Engineering	1231 m/(s^2)
1	181 m/(s^2)	1.0965	Computer Game Design	Irvine	50	330	1586	0.4731 m	403	Technology and Information Management	-1184 m/(s^2)
8	1961 m/(s^2)	0.9924	Games and Playable Media	Anaheim	-325	-40	-90	0.8485 m	242	Data Science	673 m/(s^2)
5	-315 m/(s^2)	-0.3835	Technology and Information Management	None	1378	380	354	0.5785 m	411	Computational Media	607 m/(s^2)
5	266 m/(s^2)	NULL	Statistics	Irvine	-221	2182	192	-1.1662 m	547	Computational Media	1032 m/(s^2)
7	1617 m/(s^2)	1.8272	Computer Engineering	Santa Clarita	-1757	940	-876	0.2719 m	529	cOMPUTER eNGINEERING	693 m/(s^2)
5	2260 m/(s^2)	-0.4839	Computational Media	Santa Ana	1028	1867	-669	-0.3647 m	704	Computational Media	
0	315 m/(s^2)	1.6077	computer engineering	Chula Vista	2799	1244	1191	-1.3803 m	-532	Data Science	1760 m/(s^2)
0	-1611 m/(s^2)	1.6537	Applied Mathematics	Oakland	-1268	195	1822	0.3194 m	1971	Computational Media	3033 m/(s^2)
8	-1042 m/(s^2)	0.8244	Bioengineering	Long Beach	192	1275	878	0.5472 m	-181	Games and Playable Media	1387 m/(s^2)
4	1036 m/(s^2)	0.1896	Bioinformatics	Fremont	1122	168	819	1.8153 m	1085	Computer Science	639 m/(s^2)
0	1289 m/(s^2)	1.0861	Applied Mathematics	Chula Vista	532	1035	-1105	0.19 m	347	Data Science	439 m/(s^2)
2	1094 m/(s^2)	0.3963	Computer Engineering	San Diego	207	1676	865	0.1183 m	981	Electrical Engineering	223 m/(s^2)
8	-66 m/(s^2)	0.9192	Games and Playable Media	San Francisco	-451	794	-1160	1.7532 m	549	Applied Mathematics	-852 m/(s^2)
5	-250 m/(s^2)	0.3751	Statistics	Santa Ana	-2117	314	-213	0.7443 m	-560	Computational Media	-367 m/(s^2)
1	606 m/(s^2)	-0.0949	Computer Game Design	Irvine	-284	-596	-875	1.2858 m	813	Natural Language Processing	-51 m/(s^2)
5	1399 m/(s^2)	1.3299	Computational Media	Santa Ana	-604	-163	-400	1.92 m	401	Computational Media	1013 m/(s^2)
8	-1915 m/(s^2)	-0.8459	Games and Playable Media	Anaheim	-1160	396	-197	0.914 m	530	Robotics Engineering	836 m/(s^2)
4	1735 m/(s^2)	0.2814	Bioinformatics	Long Beach	487	402	728	1.5782 m	612	Computer Science	1677 m/(s^2)
7	18 m/(s^2)	0.9529	Bioengineering	Santa Clarita	-425	649	-663	1.5523 m	1010	Computer Engineering	772 m/(s^2)
7	-705 m/(s^2)	-0.384	Bioengineering	sANTA cLARITA, mORENO vALLEY	-1713	-558	1530	1.7256 m	714	Computer Engineering	1286 m/(s^2)
2	987 m/(s^2)	-0.5201	computer engineering	Oakland, San Jose	1898	1122	2384	2.2071 m	1367	Computer Science	-97 m/(s^2)
0	-226 m/(s^2)	0.2289	Applied Mathematics	Fresno, Bakersfield	965	2435	649	0.8044 m	-121	Bioengineering	2230 m/(s^2)
5	765 m/(s^2)	1.224	Technology and Information Management	Long Beach	1147	693	-901	1.0684 m	-109	Computer Science	1865 m/(s^2)
3	1460 m/(s^2)	1.8014	Electrical Engineering	San Bernardino, Fresno	-508	560	741	-0.2162 m	218	Applied Mathematics	1017 m/(s^2)
6	-2830 m/(s^2)	-1.1882	Data Science	Stockton, Riverside	2043	730	-213	0.5648 m	363	Bioinformatics	840 m/(s^2)
1	208 m/(s^2)	-0.0804	Human Computer Interaction	Los Angeles	-885	1153	269	1.1992 m	612	Technology and Information Management, Biotechnology	1352 m/(s^2)
2	1183 m/(s^2)	0.2871	Computer Engineering	San Jose	-18	-1452	909	0.437 m	-318	Applied Mathematics	2002 m/(s^2)
0	499 m/(s^2)	0.0649	Applied Mathematics	Chula Vista	-747	-274	51	1.9623 m	-181	Data Science	2087 m/(s^2)
8	-718 m/(s^2)	-0.1037	Games and Playable Media	San Francisco	-397	527	-1254	0.5254 m	199	Games and Playable Media	-1121 m/(s^2)
7	586 m/(s^2)	1.9471	cOMPUTER sCIENCE	mODESTO	-1409	2326	-301	1.3891 m	512	Human Computer Interaction	1451 m/(s^2)
1	276 m/(s^2)	-0.1822	Computer Game Design	Los Angeles	-298	1478	266	0.2714 m	1087	Biotechnology	602 m/(s^2)
4	795 m/(s^2)	0.9028	Bioinformatics	Fremont	703	-537	628	1.855 m	405	Computer Science	2875 m/(s^2)
0	-112 m/(s^2)	-0.647	Applied Mathematics	Chula Vista	-266	-1000	386	-0.3378 m	117	Bioengineering	576 m/(s^2)
1	-1208 m/(s^2)	0.9022	Computer Game Design	Irvine	1873	554	125	-0.4787 m	1344	Technology and Information Management	1744 m/(s^2)
6	-1214 m/(s^2)	-0.3978	Data Science	Stockton	-574	1841	-959	-0.0614 m	1035	Statistics	-1078 m/(s^2)
7	2395 m/(s^2)	1.6328	Bioengineering	Los Angeles	218	2983	-488	0.6077 m	1185	Human Computer Interaction	997 m/(s^2)
3	-315 m/(s^2)	1.5906	N/A	San Bernardino, Fresno	1845	1200	917	0.2909 m	-174	Applied Mathematics	458 m/(s^2)
0	-280 m/(s^2)	0.4095	Applied Mathematics	Chula Vista	1610	713	370	-0.2243 m	2434	Data Science	1489 m/(s^2)
3	-241 m/(s^2)	-0.0852	Robotics Engineering	San Bernardino, Fresno	-593	424	1779	2.6051 m	-698	Applied Mathematics	1802 m/(s^2)
7	1494 m/(s^2)	1.4493	Bioengineering	Moreno Valley, Modesto	1357	553	720	0.7574 m	880	Human Computer Interaction	-271 m/(s^2)
3	2060 m/(s^2)	0.0748	Bioengineering	Fresno, Bakersfield	167	1177	114	-0.2723 m	-1087	applied mathematics	-1261 m/(s^2)
5	-385 m/(s^2)	1.038	Computational Media	Santa Ana	86	-98	49	2.6508 m	156	Computational Media	1543 m/(s^2)
2	2146 m/(s^2)	2.0462	Computer Engineering	Oakland, San Diego	487	-201	-584	0.7237 m	-1344	Robotics Engineering	2580 m/(s^2)
5	245 m/(s^2)	0.3754	Statistics	Santa Ana	2500	570	?	0.9498 m	-1121	Computational Media	613 m/(s^2)
8	730 m/(s^2)	0.4003	Computer Engineering	Anaheim	1092	-1582	648	1.3718 m	735	Computer Game Design	-518 m/(s^2)
6	1947 m/(s^2)	1.1579	Data Science	Riverside	-773	2475	-590	2.3679 m	-523	Statistics	-1517 m/(s^2)
5	1739 m/(s^2)	0.1894	Technology and Information Management	Santa Ana	881	964	-1241	2.0532 m	-377	Computational Media	682 m/(s^2)
8	-906 m/(s^2)	-0.2726	Games and Playable Media	Anaheim	901	1018	-1269	1.1717 m	802	Computer Game Design	-1021 m/(s^2)
3	1670 m/(s^2)	1.9913	NULL	San Bernardino, Bakersfield	743	2659	444	-0.3525 m	623	Applied Mathematics	1368 m/(s^2)
5	-1400 m/(s^2)	0.8525	Technology and Information Management	Santa Ana	2373	1429	4	0.1271 m	163	Computational Media	1490 m/(s^2)
0	-20 m/(s^2)	0.1225	Applied Mathematics	Chula Vista	-1322	2043	-70	1.3799 m	421	?	557 m/(s^2)
4	-27 m/(s^2)	0.2992	Biotechnology	Fremont	2522	725	831	0.1498 m	1627	Computer Science	-977 m/(s^2)
0	1089 m/(s^2)	-0.7502	Applied Mathematics	Chula Vista	188	17	-928	1.271 m	386	Bioengineering	1635 m/(s^2)
7	1725 m/(s^2)	0.3165	Bioengineering	Moreno Valley, Santa Clarita	336	2490	-884	0.9281 m	1099	Computer Engineering	1743 m/(s^2)
4	1625 m/(s^2)	2.0051	Bioinformatics	Fremont	992	1075	2575	1.1953 m	530	Computer Science	2535 m/(s^2)
0	-468 m/(s^2)	n/a	Natural Language Processing	Long Beach	-564	594	425	1.6617 m	384	Bioengineering	-927 m/(s^2)
4	843 m/(s^2)	0.6214	Human Computer Interaction	FRESNO, SAN BERNARDINO	1160	226	1986	0.612 m	512	Computer Science	1478 m/(s^2)
5	-273 m/(s^2)	0.6406	Technology and Information Management	Santa Ana	-19	809	774	-0.6707 m	294	Computer Game Design	1993 m/(s^2)
7	731 m/(s^2)	1.5555	Applied Mathematics	Moreno Valley	1686	1415	-975	-0.9391 m	722	Human Computer Interaction	2876 m/(s^2)
3	712 m/(s^2)	0.1794	Electrical Engineering	Bakersfield, San Bernardino	-964	-1324	-439	-1.8291 m	2186	Computer Science	1397 m/(s^2)
0	78 m/(s^2)	0.582	Applied Mathematics	Chula Vista	1131	949	629	1.4061 m	1043	Bioengineering	1079 m/(s^2)
3	2268 m/(s^2)	-0.3767	Electrical Engineering	Bakersfield, Fresno	313	863	-88	-0.1335 m	103	Applied Mathematics	1197 m/(s^2)
6	-735 m/(s^2)	0.1223	Data Science	Sacramento, Stockton	600	2183	304	1.3126 m	965	Applied Mathematics	1283 m/(s^2)
0	63 m/(s^2)	1.0359	Electrical Engineering	Chula Vista	-665	87	484	1.3351 m	-641	Electrical Engineering	1540 m/(s^2)
7	1323 m/(s^2)	0.0498	Bioengineering	Moreno Valley, Modesto	1974	2542	-559	1.3653 m	1416	Computer Engineering	1757 m/(s^2)
1	1539 m/(s^2)	-0.2302	Applied Mathematics	Irvine	211	1105	483	0.4818 m	-437	Biotechnology, Natural Language Processing	678 m/(s^2)
7	2066 m/(s^2)	2.0618	Electrical Engineering	Modesto	183	609	-657	1.3862 m	967	Human Computer Interaction	403 m/(s^2)
